24546	JQ928Q-6	0	0	后中长	　	含腰节	17  5/8	17		17	17 1/2	18	18 1/2	19	19 1/2	20	0	0	0
24546	JQ928Q-6	0	0	下摆*1/2	　	平量	47	22 1/2		22 1/2	23 1/2	24 1/2	25 1/2	26 1/2	27 1/2	28 1/2　	0	0	0
24546	JQ928Q-6	0	0	拉链长	　	开口量	10	10		10	10	10	10	10	10	10	0	0	0
24546	JQ928Q-6	0	0	耳仔宽	　	　	3/4	3/4		3/4	3/4	3/4	3/4	3/4	3/4	3/4	0	0	0
24546	JQ928Q-6	0	0	耳仔长	　	　	3  1/2	3 1/2		3 1/2	3 1/2	3 1/2	3 1/2	3 1/2	3 1/2	3 1/2	0	0	0
24546	JQ928Q-6	0	0	腰带长	　	　	35	34 1/2		34 1/2	36 1/2	38 1/2	40 1/2	42 1/2	44 1/2	46 1/2	0	0	0
24546	JQ928Q-6	0	0	腰带宽	　	　	2  1/4	2 1/4		2 1/4	2 1/4	2 1/4	2 1/4	2 1/4	2 1/4	2 1/4	0	0	0
24548	DH967K-2	0	0	腰围	　	　	43	43	　	76	81	86	91	0	0	0	0	0	0
24548	DH967K-2	0	0	腰高	　	　	4	4.5	　	4	4	4	4	0	0	0	0	0	0
24548	DH967K-2	0	0	臀围	　	腰下23厘米处量	65.5	64.5	　	120	125	130	135	0	0	0	0	0	0
24548	DH967K-2	0	0	前浪长	　	含腰量	34	34.5	　	32.1	33.3	34.5	35.7	0	0	0	0	0	0
24548	DH967K-2	0	0	后浪长	　	含腰量	45	45	　	42.6	43.8	45	46.2	0	0	0	0	0	0
24548	DH967K-2	0	0	大腿围		浪底下2.5厘米处量	38.5	38	　	71	73.5	76	78.5	0	0	0	0	0	0
24548	DH967K-2	0	0	脚口	　	　	33.5	33.5	　	61	63.5	66	68.5	0	0	0	0	0	0
24548	DH967K-2	0	0	裤长	　	侧缝含腰量	52	52	　	49	50.5	52	53.5	0	0	0	0	0	0
24548	DH967K-2	0	0	内长	　	　	20.5	19.5	　	19	19.5	20	20.5	0	0	0	0	0	0
24548	DH967K-2	0	0	前幅口袋开口长	　	　	17.5	17.5	　	17.5	17.5	17.5	17.5	0	0	0	0	0	0
24548	DH967K-2	0	0	圆丈巾长	　	　	118	104	　	94	99	104	109	0	0	0	0	0	0
24553	KR125-4	0	0	胸围	厘米	　	　	89.5	　	　	0	0	0	0	0	0	0	0	0
24553	KR125-4	0	0	腰围	　	　	　	67	　	　	0	0	0	0	0	0	0	0	0
24553	KR125-4	0	0	臀围	　	　	　	94	　	　	0	0	0	0	0	0	0	0	0
24555	JQ913-10	0	0	围巾长	　	　	　	　	　	　	0	0	0	0	0	0	0	0	0
24555	JQ913-10	0	0	围巾宽	　	　	　	　	　	　	0	0	0	0	0	0	0	0	0
24557	JQ905-7	0	0	领宽	寸	内领骨至内领骨量				5 3/4	6	6 1/4	6 1/2	6 3/4	7	7 1/4	0	0	0
24557	JQ905-7	0	0	肩宽	　	肩顶至肩顶量				14	14 1/2	15	15 1/2	16	16 1/2	17	0	0	0
24557	JQ905-7	0	0	胸围	　	夹底平量				32	34	36	38	40	42	44	0	0	0
24557	JQ905-7	0	0	腰围	　	夹下7寸量				35	27	29	31	33	35	37	0	0	0
24557	JQ905-7	0	0	下摆	　	沿边量				30	32	34	36	38	40	42	0	0	0
24557	JQ905-7	0	0	袖肥	　	夹底平量				12	12 1/2	13	13 1/2	14	14 1/2	15	0	0	0
24557	JQ905-7	0	0	袖口	　	平量				7	7 1/2	8	8 1/2	9	9 1/2	10	0	0	0
24557	JQ905-7	0	0	袖长	　	袖顶至袖口量				21 3/4	22	22 1/4	22 1/2	22 3/4	23	23 1/4	0	0	0
24557	JQ905-7	0	0	前中拉链长	　	　				18 5/8	19	19 3/8	19 3/4	20 1/8	20 1/2	20 7/8	0	0	0
24557	JQ905-7	0	0	后中长	　	　				21 1/8	21 1/2	22	22 1/2	23	23 1/2	24	0	0	0
24557	JQ905-7	0	0	夹圈	　	弯量				16	16 5/8	17 3/8	18 1/8	18 3/4	19 1/2	19 1/8	0	0	0
24560	Er014-1	0	0	裤长	　	　	　	104	　	102	104	106	108	0	0	0	0	0	0
24560	Er014-1	0	0	腰围	　	　	　	35	　	33	35	37	39	0	0	0	0	0	0
24560	Er014-1	0	0	臀围	　	　	　	55	　	53	55	57	59	0	0	0	0	0	0
24560	Er014-1	0	0	脚口	　	　	　	22.5	　	22	22.5	23	23.5	0	0	0	0	0	0
24560	Er014-1	0	0	　	　	　	　	　	　	　	　	　	　	0	0	0	0	0	0
24560	Er014-1	0	0	　	　	　	　	　	　	　	　	　	　	0	0	0	0	0	0
24561	Er014-CQ	0	0	裤长	　	　	　	104	　	0	102	104	106	108	　	0	0	0	0
24561	Er014-CQ	0	0	腰围	　	　	　	35	　	　	33	35	37	39	　	0	0	0	0
24561	Er014-CQ	0	0	臀围	　	　	　	55	　	　	53	55	57	59	　	0	0	0	0
24561	Er014-CQ	0	0	脚口	　	　	　	22.5	　	　	22	22.5	23	23.5	　	0	0	0	0
24561	Er014-CQ	0	0	　	　	　	　	　	　	　	　	　	　	　	　	0	0	0	0
24561	Er014-CQ	0	0	　	　	　	　	　	　	　	　	　	　	　	　	0	0	0	0
24565	XH3025K-6	0	0	腰围	　	　	　	32 1/2		24-31	27-34	30-37	33-40	36-43	39-46	0	0	0	0
24565	XH3025K-6	0	0	腰节高	　	　	　	2		2	2	2	2	2	2	0	0	0	0
24565	XH3025K-6	0	0	坐围	　	　		42		40	43	46	50	53	56	0	0	0	0
24565	XH3025K-6	0	0	大腿围	　	　	　	26		24 1/2	26	27 1/2	39	30 1/2	32	0	0	0	0
24565	XH3025K-6	0	0	脚围	　	　	　	22 1/2		21	22 1/2	24	35 1/2	27	28 1/2	0	0	0	0
24565	XH3025K-6	0	0	裤长	　	　	　	45		44 1/2	45	45 1/2	46	46 1/2	47	0	0	0	0
24565	XH3025K-6	0	0	内长	　	　	　	32		32	32	32	32	32	32	0	0	0	0
24565	XH3025K-6	0	0	前浪	　	　	　	13		13	13 1/2	14	14 1/2	15	15 1/2	0	0	0	0
