24214	PDD117-3	PDD117		辅料	勾扣	银色西裤勾扣	1	3	160	160	
24215	PDD099K-7	PDD099K		主面料	新盛马布业	黑色	0.9399999976158142	10	175	164.4999995827675	
24215	PDD099K-7	PDD099K		辅料	裤子拉链	黑色	1	3	175	175	
24215	PDD099K-7	PDD099K		辅料	勾扣	银色，手工订	1	3	175	175	
24216	PDDA213-1	PDDA213		主面料	广州新盛	白色	2.0899999141693115	10	60	125.39999485015869	
24216	PDDA213-1	PDDA213		里布	四面弹里布	配主布色	1.8200000524520874	10	60	109.20000314712524	
24216	PDDA213-1	PDDA213		辅料	3号隐形拉链	白色	1	3	60	60	
24216	PDDA213-1	PDDA213		辅料	橡筋	白色	0.6000000238418579	10	60	36.000001430511475	
24217	ZH101-希音-133	ZH101	嘉丰松紧带	辅料	橡筋	黑色2 1/2	0.5	10	100	50	
24217	ZH101-希音-133	ZH101		主面料	蜡布-杂色	颜色1	2.8299999237060547	10	100	282.99999237060547	
24221	XH3108J	XH3108J	东莞市虎门永恒拉链厂	辅料	5号金属开尾拉链	配主布颜色（复古银牙）	1	3	1	1	
24221	XH3108J	XH3108J	利泰辅料	辅料	鸡眼	0.5CM复古银色	4	3	1	4	
24221	XH3108J	XH3108J	利泰辅料	辅料	鸡眼+胶垫	0.6CM复古银色	2	3	1	2	
24221	XH3108J	XH3108J	利泰辅料	辅料	猪鼻扣	复古银色	4	3	1	4	
24221	XH3108J	XH3108J	华顺橡筋	辅料	1/8丈巾	配主布颜色	2.200000047683716	15	1	2.200000047683716	
24221	XH3108J	XH3108J		辅料	皮章仔	棕色	1	3	1	1	
24221	XH3108J	XH3108J	棉绳 恒发辅料	辅料	帽绳	配主布色	1	3	1	1	
24222	XH3108J-1	XH3108J		主面料	欢达纺织	1#白色	1.4199999570846558	10	100	141.99999570846558	
24222	XH3108J-1	XH3108J		里布	杭州里布	配主布颜色	1.3200000524520874	10	100	132.00000524520874	
24222	XH3108J-1	XH3108J	东莞市虎门永恒拉链厂	辅料	5号金属开尾拉链	配主布颜色（复古金牙）	1	3	100	100	
24222	XH3108J-1	XH3108J	利泰辅料	辅料	鸡眼	0.5CM复古金色	4	3	100	400	
24222	XH3108J-1	XH3108J	利泰辅料	辅料	鸡眼+胶垫	0.6CM复古金色	2	3	100	200	
24222	XH3108J-1	XH3108J	利泰辅料	辅料	猪鼻扣	复古金色	4	3	100	400	
24222	XH3108J-1	XH3108J	华顺橡筋	辅料	1/8丈巾	配主布颜色	2.200000047683716	15	100	220.00000476837158	
24222	XH3108J-1	XH3108J		辅料	皮章仔	棕色	1	3	100	100	
24222	XH3108J-1	XH3108J	棉绳 恒发辅料	辅料	帽绳	配主布色	1	3	100	100	
