13740	Er104	主面料		德盛针织	2#黑色		0.8	10	25.50	25.50	
13740	Er104	面料		德盛针织	白色		0.29	10	25.50	25.50	
13740	Er104	面料		祥盛螺纹	黑白色		1	3	7.00	7.00	
13740	Er104	辅料		四合扣（直径1.5CM)	银色		7	3	0.15	0.15	
13745	Er106K	主面料		德盛针织	白色		0.35	10	21.00	21.00	
13745	Er106K	面料		德盛针织	蓝色腰		0.05	10	21.00	21.00	
13744	Er106S	主面料		德盛针织	白色		0.3	10	21.00	21.00	
13744	Er106S	面料		德盛针织	蓝色		0.05	10	21.00	21.00	
13757	Er107	主面料		21支精全棉单面布001#	白色		0.82	10	16.00	16.00	
13757	Er107	面料		祥盛螺纹	黑色，撞色		0.03	10	40.00	40.00	
13770	Er108	主面料		巨丰纺织	红色		1.25	10	21.50	21.50	
13770	Er108	辅料		棉织带	彩色织带		2.5	10	1.00	1.00	
13770	Er108	辅料		腰绳	配主布颜色		1	3	2.00	2.00	
13770	Er108	辅料		橡筋	白色/黑色5cm		1	10	0.50	0.50	
13770	Er108	里布		9088 棉里布	配色		0.09	10	6.50	6.50	
13781	Er109	主面料		巨丰纺织	白色		0.85	10	21.00	21.00	
13781	Er109	面料		祥盛螺纹	配主布色		0.03	10	40.00	40.00	
13871	Er111	主面料		德盛针织	灰色		0.82	10	26.00	26.00	
13871	Er111	面料		祥盛螺纹	配主布色		0.03	10	40.00	40.00	
13787	Er112	主面料		睿航麻棉	黑色		0.2	10	17.50	17.50	
13870	Er113K	主面料		德盛针织	米杏色		1.25	10	27.00	27.00	
13870	Er113K	辅料		腰绳	配主布颜色		1	3	2.00	2.00	
13870	Er113K	辅料		橡筋	白色/黑色5cm		1	10	0.50	0.50	
13869	Er113S	主面料		德盛针织	米杏色		1.35	10	27.00	27.00	
13869	Er113S	面料		祥盛螺纹	配主布色		0.25	10	40.00	40.00	
13888	Er114	主面料		摇粒绒	蓝色		0.31	10	46.00	46.00	
13888	Er114	面料		华纺YL8022#摇粒绒	灰色		0.99	10	46.00	46.00	
13888	Er114	辅料		5号金属闭尾拉链	配色银牙		1	3	5.00	5.00	
13758	FO160	主面料	盈晟针织	盈晟针织	黑色	180	1.4	10	39.00	39.00	
13758	FO160	面料	祥盛罗纹	罗纹2X2	配主布颜色	120	0.28	15	40.00	40.00	
13758	FO160	辅料	棉绳 恒发辅料	人字带	配主布颜色		0.35	10	0.50	0.50	
13760	FO161	主面料	盈晟针织	盈晟针织	紫色	180	1.4	10	39.00	39.00	
13760	FO161	面料	祥盛罗纹	祥盛罗纹 1*1 32支罗纹，	配主布颜色（厚实1*1）	170	0.2	15	40.00	40.00	
13760	FO161	辅料	棉绳 恒发辅料	人字带	配主布颜色		0.35	10	0.50	0.50	
